time,x,x_dot,theta,theta_dot,torque
2.02,0.35,0.00018069896,2.7596757,-0.927578,1194.3563
2.025,0.35,0.00018162478,2.757904,-0.9224962,1200.1002
2.0300000000000002,0.35,0.00018254176,2.7561429,-0.91738915,1205.8062
2.035,0.35,0.00018344985,2.7543921,-0.91225487,1211.4747
2.04,0.35,0.0001843491,2.7526526,-0.9070963,1217.1061
2.045,0.35,0.00018523936,2.7509236,-0.90191203,1222.6978
2.05,0.35,0.00018612077,2.7492058,-0.8967028,1228.2522
2.055,0.35,0.00018699342,2.7474988,-0.89146906,1233.7668
2.06,0.35,0.00018785748,2.7458026,-0.8862104,1239.2435
2.065,0.35,0.00018895094,2.7441177,-0.88092685,1244.6815
2.07,0.35,0.00018955895,2.7424436,-0.875621,1250.0796
2.075,0.35,0.00019039662,2.7407808,-0.8702902,1255.44
2.08,0.35,0.0001912255,2.7391293,-0.86493355,1260.7599
2.085,0.35,0.00019204585,2.7374887,-0.8595523,1266.0402
2.09,0.35,0.00019285752,2.7358596,-0.8541466,1271.2814
2.095,0.35,0.00019366064,2.734242,-0.8487189,1276.4823
2.1,0.35,0.00019445509,2.7326355,-0.84326667,1281.6428
2.105,0.35,0.00019524098,2.7310405,-0.83779055,1286.7638
2.11,0.35,0.00019601858,2.7294571,-0.8322908,1291.8445
2.115,0.35,0.0001967873,2.727885,-0.82676667,1296.8838
2.12,0.35,0.00019754804,2.7263246,-0.82122123,1301.8835
2.125,0.35,0.00019830011,2.7247756,-0.81565124,1306.8422
2.13,0.35,0.00019904407,2.723238,-0.81005913,1311.7605
2.1350000000000002,0.35,0.00019977911,2.721712,-0.80444187,1316.6383
2.14,0.35,0.00020050626,2.7201982,-0.798803,1321.4751
2.145,0.35,0.00020122525,2.7186956,-0.79314244,1326.2698
2.15,0.35,0.00020193584,2.7172048,-0.7874603,1331.0243
2.1550000000000002,0.35,0.00020287663,2.715726,-0.7817543,1335.7378
2.16,0.35,0.00020332479,2.714259,-0.7760266,1340.4089
2.165,0.35,0.00020401097,2.7128036,-0.7702753,1345.0387
2.17,0.35,0.00020468901,2.7113602,-0.7645024,1349.627
2.1750000000000003,0.35,0.00020535899,2.709929,-0.7587087,1354.1733
2.18,0.35,0.00020602084,2.7085097,-0.7528934,1358.6772
2.185,0.35,0.00020667448,2.7071025,-0.7470569,1363.139
2.19,0.35,0.00020732045,2.7057076,-0.7411987,1367.5582
2.195,0.35,0.00020795826,2.7043247,-0.7353193,1371.9349
2.2,0.35,0.00020858826,2.7029538,-0.7294178,1376.2687
2.205,0.35,0.00020921044,2.701595,-0.72349674,1380.5608
2.21,0.35,0.00020982462,2.7002487,-0.7175552,1384.81
2.215,0.35,0.00021043116,2.6989145,-0.7115924,1389.0161
2.22,0.35,0.00021102962,2.697593,-0.7056092,1393.1792
2.225,0.35,0.00021162035,2.6962838,-0.6996052,1397.2983
2.23,0.35,0.00021220361,2.6949868,-0.6935821,1401.3739
2.235,0.35,0.00021277882,2.6937027,-0.6875399,1405.407
2.24,0.35,0.00021334668,2.6924307,-0.68147796,1409.395
2.245,0.35,0.00021390675,2.6911716,-0.67539656,1413.3406
2.25,0.35,0.00021445929,2.689925,-0.6692945,1417.2411
2.255,0.35,0.00021500408,2.6886911,-0.66317374,1421.0981
2.2600000000000002,0.35,0.00021554135,2.68747,-0.6570343,1424.9103
2.265,0.35,0.00021607142,2.6862612,-0.65087676,1428.6782
2.27,0.35,0.0002165938,2.6850655,-0.64470017,1432.403
2.275,0.35,0.0002171091,2.6838825,-0.63850534,1436.0818
2.2800000000000002,0.35,0.00021761669,2.6827123,-0.63229316,1439.7166
2.285,0.35,0.00021811681,2.681555,-0.6260607,1443.3066
2.29,0.35,0.00021861005,2.6804104,-0.61981195,1446.8514
2.295,0.35,0.00021933418,2.6792789,-0.61354506,1450.3524
2.3000000000000003,0.35,0.00021957465,2.6781597,-0.6072623,1453.8075
2.305,0.35,0.0002200462,2.6770537,-0.6009612,1457.2197
2.31,0.35,0.00022074906,2.67596,-0.5946442,1460.5859
2.315,0.35,0.00022072965,2.6748796,-0.58831024,1463.909
2.32,0.35,0.00022165693,2.673812,-0.5819575,1467.1869
2.325,0.35,0.00022210035,2.672757,-0.57559013,1470.4192
2.33,0.35,0.00022253691,2.6717148,-0.5692057,1473.6078
2.335,0.35,0.00022296634,2.6706858,-0.5628053,1476.7517
2.34,0.35,0.00022291247,2.6696696,-0.5563903,1479.85
2.345,0.35,0.00022380528,2.6686666,-0.5499564,1482.9038
2.35,0.35,0.00022373746,2.6676764,-0.5435107,1485.9114
2.355,0.35,0.0002241398,2.6666994,-0.5370469,1488.8749
2.36,0.35,0.00022501206,2.6657352,-0.53056884,1491.7925
2.365,0.35,0.00022540084,2.6647844,-0.52407706,1494.6652
2.37,0.35,0.00022578312,2.6638467,-0.51757044,1497.4918
2.375,0.35,0.00022592023,2.662922,-0.51104844,1500.273
2.38,0.35,0.0002262888,2.6620104,-0.50451374,1503.0094
2.3850000000000002,0.35,0.00022712821,2.6611123,-0.49796355,1505.6997
2.39,0.35,0.00022700704,2.6602273,-0.49140388,1508.3433
2.395,0.35,0.0002273559,2.6593554,-0.48482803,1510.9421
2.4,0.35,0.000227699,2.6584969,-0.47823912,1513.4952
2.4050000000000002,0.35,0.00022803512,2.6576517,-0.4716375,1516.0022
2.41,0.35,0.0002283648,2.6568198,-0.46502197,1518.4628
2.415,0.35,0.00022868827,2.656001,-0.4583937,1520.8772
2.42,0.35,0.00022948222,2.655196,-0.45175275,1523.2462
2.4250000000000003,0.35,0.00022979261,2.6544042,-0.44510242,1525.5679
2.43,0.35,0.00022962037,2.6536257,-0.43844083,1527.844
2.435,0.35,0.00022991824,2.6528609,-0.43176472,1530.0742
2.44,0.35,0.00023021013,2.6521094,-0.42507738,1532.2571
2.445,0.35,0.00023049566,2.6513712,-0.41837984,1534.3938
2.45,0.35,0.00023077473,2.6506467,-0.41167122,1536.4844
2.455,0.35,0.00023104798,2.6499357,-0.40495196,1538.5282
2.46,0.35,0.00023131484,2.649238,-0.39822224,1540.525
2.465,0.35,0.0002315758,2.648554,-0.39148185,1542.476
2.47,0.35,0.0002318304,2.6478837,-0.38473046,1544.3799
2.475,0.35,0.00023207917,2.6472268,-0.37797,1546.2369
2.48,0.35,0.00023232141,2.6465836,-0.37120014,1548.0472
2.485,0.35,0.00023255806,2.6459541,-0.3644198,1549.8108
2.49,0.35,0.00023278852,2.645338,-0.35763144,1551.5266
2.495,0.35,0.00023301307,2.6447358,-0.3508346,1553.1965
2.5,0.35,0.00023323152,2.644147,-0.34402937,1554.8188
2.505,0.35,0.00023344433,2.643572,-0.33721623,1556.3954
2.5100000000000002,0.35,0.00023365114,2.6430106,-0.33039403,1557.9236
2.515,0.35,0.00023385197,2.6424632,-0.32356417,1559.4056
2.52,0.35,0.00023404704,2.6419291,-0.31672677,1560.8396
2.525,0.35,0.00023423618,2.641409,-0.30988112,1562.2275
2.5300000000000002,0.35,0.00023441938,2.6409025,-0.30303,1563.5681
2.535,0.35,0.00023459719,2.64041,-0.29617208,1564.8611
2.54,0.35,0.00023476884,2.639931,-0.2893083,1566.1067
2.545,0.35,0.0002349349,2.6394658,-0.28243768,1567.3058
2.5500000000000003,0.35,0.00023509498,2.6390142,-0.27556044,1568.4575
2.555,0.35,0.00023572624,2.6385767,-0.26867622,1569.5625
2.56,0.35,0.00023539815,2.638153,-0.26179016,1570.619
2.565,0.35,0.00023554143,2.637743,-0.2548963,1571.6289
2.57,0.35,0.00023567886,2.6373467,-0.24799687,1572.5918
2.575,0.35,0.00023581058,2.6369646,-0.24109393,1573.5073
2.58,0.35,0.00023593669,2.636596,-0.23418486,1574.3748
2.585,0.35,0.0002360573,2.6362414,-0.22727193,1575.1957
2.59,0.35,0.00029983258,2.6359005,-0.22016978,1575.9686
2.595,0.35,0.00023628172,2.6355734,-0.21343464,1576.6447
2.6,0.35,0.00023638515,2.6352603,-0.20651124,1577.374
2.605,0.35,0.00023648365,2.6349611,-0.19958527,1578.0051
2.61,0.35,0.0003002067,2.6346757,-0.19247016,1578.5892
2.615,0.35,0.00023666308,2.6344042,-0.18572184,1579.0754
2.62,0.35,0.00030036256,2.6341467,-0.1786016,1579.6152
2.625,0.35,0.000236821,2.6339028,-0.17184958,1580.0065
2.63,0.35,0.00030049754,2.633673,-0.16472626,1580.4519
2.6350000000000002,0.35,0.00023695664,2.633457,-0.1579711,1580.7489
2.64,0.35,0.0003006123,2.6332548,-0.15084393,1581.0994
2.645,0.35,0.0003006618,2.6330664,-0.14390141,1581.3021
2.65,0.35,0.00030070613,2.6328921,-0.13695799,1581.5079
2.6550000000000002,0.35,0.00023716246,2.6327314,-0.13019985,1581.666
2.66,0.35,0.00030125698,2.6325848,-0.12306914,1581.8282
2.665,0.35,0.00030080962,2.632452,-0.116126895,1581.8416
2.67,0.35,0.00030083366,2.6323333,-0.10918362,1581.8589
2.6750000000000003,0.35,0.000300853,2.6322281,-0.102241024,1581.8281
2.68,0.35,0.00030086713,2.6321368,-0.09529769,1581.7512
2.685,0.35,0.000300876,2.6320596,-0.08835502,1581.6271
2.69,0.35,0.00030088035,2.6319962,-0.08141579,1581.4552
2.695,0.35,0.0003008794,2.6319466,-0.07447724,1581.2367
2.7,0.35,0.0003013503,2.6319106,-0.06753941,1580.971
2.705,0.35,0.00030086245,2.6318886,-0.060605057,1580.6589
2.71,0.35,0.00030084656,2.6318805,-0.053671453,1580.2998
2.715,0.35,0.00030082534,2.6318862,-0.04674076,1579.8936
2.72,0.35,0.00030079944,2.6319056,-0.039812617,1579.4403
2.725,0.35,0.0003007685,2.631939,-0.03288902,1578.941
2.73,0.35,0.00030073232,2.6319861,-0.02596844,1578.3943
2.735,0.35,0.00030069135,2.6320472,-0.019050827,1577.8007
2.74,0.35,0.0003006453,2.6321218,-0.01213818,1577.1603
2.745,0.35,0.000300594,2.6322103,-0.0052290335,1576.4739
2.75,0.35,0.0003005382,2.6323125,0.0016763434,1575.7407
2.755,0.35,0.000300477,2.6324284,0.008575644,1574.9608
2.7600000000000002,0.35,0.0003004111,2.632558,0.015470695,1574.135
2.765,0.35,0.00030033995,2.6327016,0.022359772,1573.2625
2.77,0.35,0.00030026387,2.6328588,0.029244132,1572.3434
2.775,0.35,0.00030018282,2.6330295,0.036122605,1571.3782
2.7800000000000002,0.35,0.00030009664,2.633214,0.042995248,1570.3673
2.785,0.35,0.00030000572,2.6334124,0.049859725,1569.3097
2.79,0.35,0.0002999095,2.633624,0.056719467,1568.2057
2.795,0.35,0.00029980834,2.6338496,0.06357287,1567.0565
2.8000000000000003,0.35,0.00029970208,2.6340888,0.07041873,1565.8607
2.805,0.35,0.00029959084,2.6343415,0.07725793,1564.6191
2.81,0.35,0.00029947475,2.6346078,0.08408942,1563.3319
2.815,0.35,0.00029935347,2.6348877,0.090913326,1561.9988
2.82,0.35,0.00029922725,2.635181,0.09772786,1560.62
2.825,0.35,0.00029909596,2.635488,0.10453467,1559.1964
2.83,0.35,0.00029895923,2.6358085,0.111333996,1557.7263
